UUID,TestItem,TestValue
02878658-897c-11ea-a9ed-309c2391d63e,SerialNumber,MTF_test
02878658-897c-11ea-a9ed-309c2391d63e,StationID,MTF#2
02878658-897c-11ea-a9ed-309c2391d63e,Operator,Zhida
02878658-897c-11ea-a9ed-309c2391d63e,DataProcessVersion,V1.0
02878658-897c-11ea-a9ed-309c2391d63e,ProcessingStartTime,20200428T111349
02878658-897c-11ea-a9ed-309c2391d63e,ProcessingEndTime,20200428T111349
