UUID,TestItem,TestValue
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_red_Sample#1_Exit#1_Camera#1,0.5316666666666666
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.271
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.154
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_green_Sample#1_Exit#1_Camera#1,15
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_green_Sample#1_Exit#1_Camera#1,10
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,-0.885
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,1.66
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.287
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.16
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_green_Sample#1_Exit#1_Camera#1,15
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_green_Sample#1_Exit#1_Camera#1,11
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,-1.3066666666666669
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,2.3466666666666667
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.222
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.08199999999999999
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_green_Sample#1_Exit#1_Camera#1,13
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_green_Sample#1_Exit#1_Camera#1,10
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,-0.955
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,0.7983333333333333
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.268
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.08199999999999999
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_green_Sample#1_Exit#1_Camera#1,14
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_green_Sample#1_Exit#1_Camera#1,9
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,-1.2633333333333332
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,2.0233333333333334
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.262
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.09
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_green_Sample#1_Exit#1_Camera#1,14
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_green_Sample#1_Exit#1_Camera#1,9
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,-0.4633333333333333
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,0.8433333333333334
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_blue_Sample#1_Exit#1_Camera#1,0.594
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_blue_Sample#1_Exit#1_Camera#1,0.5589999999999999
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_blue_Sample#1_Exit#1_Camera#1,34
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_blue_Sample#1_Exit#1_Camera#1,29
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_blue_Sample#1_Exit#1_Camera#1,-0.22166666666666668
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_blue_Sample#1_Exit#1_Camera#1,-0.2833333333333333
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_blue_Sample#1_Exit#1_Camera#1,0.473
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_blue_Sample#1_Exit#1_Camera#1,0.41200000000000003
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_blue_Sample#1_Exit#1_Camera#1,25
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_blue_Sample#1_Exit#1_Camera#1,23
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_blue_Sample#1_Exit#1_Camera#1,-0.7033333333333334
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_blue_Sample#1_Exit#1_Camera#1,0.4633333333333333
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_blue_Sample#1_Exit#1_Camera#1,0.451
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_blue_Sample#1_Exit#1_Camera#1,0.525
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_blue_Sample#1_Exit#1_Camera#1,23
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_blue_Sample#1_Exit#1_Camera#1,29
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_blue_Sample#1_Exit#1_Camera#1,-0.33
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_blue_Sample#1_Exit#1_Camera#1,-0.008333333333333333
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_blue_Sample#1_Exit#1_Camera#1,0.498
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_blue_Sample#1_Exit#1_Camera#1,0.45
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_blue_Sample#1_Exit#1_Camera#1,28
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_blue_Sample#1_Exit#1_Camera#1,24
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_blue_Sample#1_Exit#1_Camera#1,-0.6366666666666667
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_blue_Sample#1_Exit#1_Camera#1,-0.21166666666666664
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_blue_Sample#1_Exit#1_Camera#1,0.529
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_blue_Sample#1_Exit#1_Camera#1,0.445
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_blue_Sample#1_Exit#1_Camera#1,30
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_blue_Sample#1_Exit#1_Camera#1,22
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_blue_Sample#1_Exit#1_Camera#1,-0.25
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_blue_Sample#1_Exit#1_Camera#1,-0.33666666666666667
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_red_Sample#1_Exit#1_Camera#1,0.43200000000000005
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_red_Sample#1_Exit#1_Camera#1,0.218
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_red_Sample#1_Exit#1_Camera#1,20
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_red_Sample#1_Exit#1_Camera#1,13
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_red_Sample#1_Exit#1_Camera#1,-0.505
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_red_Sample#1_Exit#1_Camera#1,0.7516666666666667
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_red_Sample#1_Exit#1_Camera#1,0.426
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_red_Sample#1_Exit#1_Camera#1,0.313
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_red_Sample#1_Exit#1_Camera#1,20
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_red_Sample#1_Exit#1_Camera#1,16
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_red_Sample#1_Exit#1_Camera#1,-0.865
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_red_Sample#1_Exit#1_Camera#1,1.1933333333333331
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_red_Sample#1_Exit#1_Camera#1,0.47200000000000003
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_red_Sample#1_Exit#1_Camera#1,0.273
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_red_Sample#1_Exit#1_Camera#1,22
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_red_Sample#1_Exit#1_Camera#1,15
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_red_Sample#1_Exit#1_Camera#1,0.25666666666666665
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_red_Sample#1_Exit#1_Camera#1,0.62
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_red_Sample#1_Exit#1_Camera#1,0.457
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_red_Sample#1_Exit#1_Camera#1,0.273
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_red_Sample#1_Exit#1_Camera#1,22
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_red_Sample#1_Exit#1_Camera#1,14
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_red_Sample#1_Exit#1_Camera#1,-0.5950000000000001
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_red_Sample#1_Exit#1_Camera#1,1.0033333333333334
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_red_Sample#1_Exit#1_Camera#1,0.402
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_red_Sample#1_Exit#1_Camera#1,0.141
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_red_Sample#1_Exit#1_Camera#1,18
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_red_Sample#1_Exit#1_Camera#1,12
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_red_Sample#1_Exit#1_Camera#1,0.5266666666666667
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_red_Sample#1_Exit#1_Camera#1,0.55
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.26899999999999996
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.152
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_green_Sample#1_Exit#1_Camera#1,15
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_green_Sample#1_Exit#1_Camera#1,10
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,-0.8733333333333333
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,1.6383333333333332
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.28800000000000003
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.159
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_green_Sample#1_Exit#1_Camera#1,15
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_green_Sample#1_Exit#1_Camera#1,11
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,-1.2816666666666667
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,2.3366666666666664
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.221
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.08
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_green_Sample#1_Exit#1_Camera#1,13
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_green_Sample#1_Exit#1_Camera#1,10
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,-0.9933333333333334
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,0.8233333333333334
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.267
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.085
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_green_Sample#1_Exit#1_Camera#1,14
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_green_Sample#1_Exit#1_Camera#1,9
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,-1.2333333333333334
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,2.0166666666666666
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.259
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.086
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_green_Sample#1_Exit#1_Camera#1,14
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_green_Sample#1_Exit#1_Camera#1,9
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,-0.44333333333333336
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,0.86
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_blue_Sample#1_Exit#1_Camera#1,0.604
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_blue_Sample#1_Exit#1_Camera#1,0.565
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_blue_Sample#1_Exit#1_Camera#1,34
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_blue_Sample#1_Exit#1_Camera#1,29
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_blue_Sample#1_Exit#1_Camera#1,-0.22666666666666666
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_blue_Sample#1_Exit#1_Camera#1,-0.2783333333333333
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_blue_Sample#1_Exit#1_Camera#1,0.442
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_blue_Sample#1_Exit#1_Camera#1,0.451
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_blue_Sample#1_Exit#1_Camera#1,25
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_blue_Sample#1_Exit#1_Camera#1,20
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_blue_Sample#1_Exit#1_Camera#1,-0.73
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_blue_Sample#1_Exit#1_Camera#1,0.405
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_blue_Sample#1_Exit#1_Camera#1,0.43799999999999994
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_blue_Sample#1_Exit#1_Camera#1,0.5379999999999999
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_blue_Sample#1_Exit#1_Camera#1,23
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_blue_Sample#1_Exit#1_Camera#1,29
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_blue_Sample#1_Exit#1_Camera#1,-0.345
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_blue_Sample#1_Exit#1_Camera#1,-0.03333333333333333
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_blue_Sample#1_Exit#1_Camera#1,0.48200000000000004
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_blue_Sample#1_Exit#1_Camera#1,0.43
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_blue_Sample#1_Exit#1_Camera#1,30
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_blue_Sample#1_Exit#1_Camera#1,20
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_blue_Sample#1_Exit#1_Camera#1,-0.6366666666666667
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_blue_Sample#1_Exit#1_Camera#1,-0.20666666666666667
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_blue_Sample#1_Exit#1_Camera#1,0.537
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_blue_Sample#1_Exit#1_Camera#1,0.44299999999999995
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_blue_Sample#1_Exit#1_Camera#1,29
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_blue_Sample#1_Exit#1_Camera#1,22
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_blue_Sample#1_Exit#1_Camera#1,-0.24333333333333332
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_blue_Sample#1_Exit#1_Camera#1,-0.36166666666666664
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_red_Sample#1_Exit#1_Camera#1,0.418
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_red_Sample#1_Exit#1_Camera#1,0.2
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_red_Sample#1_Exit#1_Camera#1,19
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_red_Sample#1_Exit#1_Camera#1,12
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_red_Sample#1_Exit#1_Camera#1,-0.5166666666666667
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_red_Sample#1_Exit#1_Camera#1,0.7333333333333333
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_red_Sample#1_Exit#1_Camera#1,0.408
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_red_Sample#1_Exit#1_Camera#1,0.29100000000000004
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_red_Sample#1_Exit#1_Camera#1,19
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_red_Sample#1_Exit#1_Camera#1,15
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_red_Sample#1_Exit#1_Camera#1,-0.8266666666666667
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_red_Sample#1_Exit#1_Camera#1,1.1266666666666665
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_red_Sample#1_Exit#1_Camera#1,0.45299999999999996
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_red_Sample#1_Exit#1_Camera#1,0.251
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_red_Sample#1_Exit#1_Camera#1,21
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_red_Sample#1_Exit#1_Camera#1,14
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_red_Sample#1_Exit#1_Camera#1,0.2916666666666667
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_red_Sample#1_Exit#1_Camera#1,0.6183333333333334
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_red_Sample#1_Exit#1_Camera#1,0.435
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_red_Sample#1_Exit#1_Camera#1,0.249
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_red_Sample#1_Exit#1_Camera#1,21
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_red_Sample#1_Exit#1_Camera#1,13
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_red_Sample#1_Exit#1_Camera#1,-0.5983333333333333
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_red_Sample#1_Exit#1_Camera#1,0.975
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_red_Sample#1_Exit#1_Camera#1,0.382
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_red_Sample#1_Exit#1_Camera#1,0.128
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_red_Sample#1_Exit#1_Camera#1,18
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_red_Sample#1_Exit#1_Camera#1,11
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_red_Sample#1_Exit#1_Camera#1,0.505
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_red_Sample#1_Exit#1_Camera#1,0.53
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.27
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.152
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_green_Sample#1_Exit#1_Camera#1,15
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_green_Sample#1_Exit#1_Camera#1,10
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,-0.8533333333333334
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,1.62
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.28600000000000003
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.161
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_green_Sample#1_Exit#1_Camera#1,15
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_green_Sample#1_Exit#1_Camera#1,11
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,-1.2533333333333334
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,2.3216666666666668
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.21899999999999997
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.078
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_green_Sample#1_Exit#1_Camera#1,13
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_green_Sample#1_Exit#1_Camera#1,10
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,-0.9783333333333334
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,0.7899999999999999
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.266
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.084
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_green_Sample#1_Exit#1_Camera#1,14
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_green_Sample#1_Exit#1_Camera#1,9
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,-1.2083333333333333
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,2.025
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.259
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_green_Sample#1_Exit#1_Camera#1,0.08900000000000001
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_green_Sample#1_Exit#1_Camera#1,14
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_y@index_green_Sample#1_Exit#1_Camera#1,9
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_x_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,-0.44
650ce936-c14c-11ea-b3fe-309c2391d63e,CRA_y_fromraytilt(arcmin)_green_Sample#1_Exit#1_Camera#1,0.8366666666666667
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_x@15lp/deg_blue_Sample#1_Exit#1_Camera#1,0.602
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF_y@15lp/deg_blue_Sample#1_Exit#1_Camera#1,0.568
650ce936-c14c-11ea-b3fe-309c2391d63e,MTF30_x@index_blue_Sample#1_Exit#1_Camera#1,34
