UUID,TestItem,TestValue
09e70212-897c-11ea-aab4-309c2391d63e,SerialNumber,MTF_test
09e70212-897c-11ea-aab4-309c2391d63e,StationID,MTF#2
09e70212-897c-11ea-aab4-309c2391d63e,Operator,Zhida
09e70212-897c-11ea-aab4-309c2391d63e,DataProcessVersion,V1.0
09e70212-897c-11ea-aab4-309c2391d63e,ProcessingStartTime,20200428T111402
09e70212-897c-11ea-aab4-309c2391d63e,ProcessingEndTime,20200428T111402
