UUID,TestItem,TestValue
6bb60742-88f6-11ea-ace1-309c2391d63e,SerialNumber,MTF_test
6bb60742-88f6-11ea-ace1-309c2391d63e,StationID,MTF#2
6bb60742-88f6-11ea-ace1-309c2391d63e,Operator,Zhida
6bb60742-88f6-11ea-ace1-309c2391d63e,DataProcessVersion,V1.0
6bb60742-88f6-11ea-ace1-309c2391d63e,ProcessingStartTime,20200427T191733
6bb60742-88f6-11ea-ace1-309c2391d63e,ProcessingEndTime,20200427T191733
