UUID,TestItem,TestValue
5d68f97a-8bec-11ea-9dc5-309c2391d63e,SerialNumber,MTF_test
5d68f97a-8bec-11ea-9dc5-309c2391d63e,StationID,MTF#2
5d68f97a-8bec-11ea-9dc5-309c2391d63e,Operator,Zhida
5d68f97a-8bec-11ea-9dc5-309c2391d63e,DataProcessVersion,V1.0
5d68f97a-8bec-11ea-9dc5-309c2391d63e,ProcessingStartTime,20200501T134308
5d68f97a-8bec-11ea-9dc5-309c2391d63e,ProcessingEndTime,20200501T134308
