UUID,TestItem,TestValue
5f4be958-8bec-11ea-ab01-309c2391d63e,SerialNumber,MTF_test
5f4be958-8bec-11ea-ab01-309c2391d63e,StationID,MTF#2
5f4be958-8bec-11ea-ab01-309c2391d63e,Operator,Zhida
5f4be958-8bec-11ea-ab01-309c2391d63e,DataProcessVersion,V1.0
5f4be958-8bec-11ea-ab01-309c2391d63e,ProcessingStartTime,20200501T134311
5f4be958-8bec-11ea-ab01-309c2391d63e,ProcessingEndTime,20200501T134311
