UUID,TestItem,TestValue
876961d8-8bec-11ea-8137-309c2391d63e,SerialNumber,MTF_test
876961d8-8bec-11ea-8137-309c2391d63e,StationID,MTF#2
876961d8-8bec-11ea-8137-309c2391d63e,Operator,Zhida
876961d8-8bec-11ea-8137-309c2391d63e,DataProcessVersion,V1.0
876961d8-8bec-11ea-8137-309c2391d63e,ProcessingStartTime,20200501T134418
876961d8-8bec-11ea-8137-309c2391d63e,ProcessingEndTime,20200501T134418
