UUID,TestItem,TestValue
7989779e-8bee-11ea-9af7-309c2391d63e,SerialNumber,MTF_test
7989779e-8bee-11ea-9af7-309c2391d63e,StationID,MTF#2
7989779e-8bee-11ea-9af7-309c2391d63e,Operator,Zhida
7989779e-8bee-11ea-9af7-309c2391d63e,DataProcessVersion,V1.0
7989779e-8bee-11ea-9af7-309c2391d63e,ProcessingStartTime,20200501T135814
7989779e-8bee-11ea-9af7-309c2391d63e,ProcessingEndTime,20200501T135814
