UUID,TestItem,TestValue
7a6af1d2-8bee-11ea-a6f7-309c2391d63e,SerialNumber,MTF_test
7a6af1d2-8bee-11ea-a6f7-309c2391d63e,StationID,MTF#2
7a6af1d2-8bee-11ea-a6f7-309c2391d63e,Operator,Zhida
7a6af1d2-8bee-11ea-a6f7-309c2391d63e,DataProcessVersion,V1.0
7a6af1d2-8bee-11ea-a6f7-309c2391d63e,ProcessingStartTime,20200501T135816
7a6af1d2-8bee-11ea-a6f7-309c2391d63e,ProcessingEndTime,20200501T135816
