UUID,TestItem,TestValue
66ddb152-c14c-11ea-959c-309c2391d63e,SerialNumber,MTF_test
66ddb152-c14c-11ea-959c-309c2391d63e,StationID,MTF#2
66ddb152-c14c-11ea-959c-309c2391d63e,Operator,Zhida
66ddb152-c14c-11ea-959c-309c2391d63e,DataProcessVersion,V1.0
66ddb152-c14c-11ea-959c-309c2391d63e,ProcessingStartTime,20200708T115407
66ddb152-c14c-11ea-959c-309c2391d63e,ProcessingEndTime,20200708T115407
