UUID,TestItem,TestValue
32da660c-88f5-11ea-9bd9-309c2391d63e,SerialNumber,MTF_test
32da660c-88f5-11ea-9bd9-309c2391d63e,StationID,MTF#2
32da660c-88f5-11ea-9bd9-309c2391d63e,Operator,Zhida
32da660c-88f5-11ea-9bd9-309c2391d63e,DataProcessVersion,V1.0
32da660c-88f5-11ea-9bd9-309c2391d63e,ProcessingStartTime,20200427T190848
32da660c-88f5-11ea-9bd9-309c2391d63e,ProcessingEndTime,20200427T190848
