SampleID,Trial,Operator,Exposuretime(ms),Dark_Calibr,WhichIQT,Wgcolor,TP_B,TP_G,TP_R,Angular uniformity,Spatial uniformity,CU_B,CU_G,CU_R,,,,,,,Centercontrast_B,Centercontrast_G,Centercontrast_R,Meancontrast_B,Meancontrast_G,Meancontrast_R
19B167.04.11,2,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.002569725,0.005514545,0.005098825,65.13811601,4.095056184,,,,,,,,,,1.207079235,2.090696722,2.19297734,5.718869385,4.667397086,6.862848782
19B167.04.12,2,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.002051168,0.005017897,0.004295278,65.23003852,2.660683658,,,,,,,,,,1.306496713,1.881076899,2.534595976,4.79459506,4.263543957,6.11153528
19B167.04.21,2,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.002502985,0.00568858,0.003197865,131.7454821,3.737435379,,,,,,,,,,1.323453628,3.589850565,4.518378879,5.382070259,4.106941396,5.77787405
19B167.04.22,2,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.002299358,0.004356039,0.00276361,101.507981,2.736616303,,,,,,,,,,1.437572906,3.074312304,4.21747114,4.664397732,3.866871471,5.226490641
19B167.04.31,2,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.002702007,0.00595387,0.004716679,37.89624672,2.786868968,,,,,,,,,,1.189595771,2.524631324,2.528984793,6.086002706,5.327681228,7.164398316
19B167.04.32,2,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.002333647,0.0047541,0.003455447,52.99013554,2.994955263,,,,,,,,,,1.429705368,3.977118185,5.836466552,5.636468308,5.212356595,6.569635425
19B167.04.11,3,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.002586169,0.005559674,0.005116252,47.09093708,4.108446801,,,,,,,,,,1.297271388,2.07503644,2.241953315,5.902259246,4.708053075,7.077745666
19B167.04.12,3,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.002071287,0.005038401,0.004309812,38.8408078,2.690132751,,,,,,,,,,1.27034914,1.905787231,2.594533035,4.86957079,4.289713671,6.165909382
19B167.04.21,3,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.002535612,0.00513292,0.00317074,52.74048003,3.758572404,,,,,,,,,,1.311087323,3.617581003,4.541057437,5.324486264,4.136949442,5.814363346
19B167.04.22,3,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.002326326,0.004398011,0.002764811,96.48936021,2.69676484,,,,,,,,,,1.419619244,3.319241895,4.229584396,4.811319304,3.861614045,5.262436433
19B167.04.31,3,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.00277334,0.005994708,0.004722818,38.05473073,2.814956929,,,,,,,,,,1.214536057,2.547250806,2.555962094,6.15469229,5.406378305,7.297554268
19B167.04.32,3,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.002360109,0.004807533,0.003455086,51.95465296,3.133540623,,,,,,,,,,1.408788242,4.012307166,5.797088148,5.762859676,5.238496264,6.657724012
19B251.13.11,1,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.002922113,0.005844069,0.002713545,40.15393042,1.656408512,,,,,,,,,,11.52076055,8.900335171,1.371589034,6.58663396,11.65239901,24.25040332
19B251.13.12,1,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.003226921,0.006043458,0.002297717,44.89137556,1.577559225,,,,,,,,,,12.14788333,8.405253032,1.107046849,7.975620907,13.32475607,29.53230529
19B251.13.21,1,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.002213193,0.004153558,0.00158524,35.44187519,1.432462163,,,,,,,,,,15.06668702,9.408669656,1.203303691,5.626854565,10.40512825,28.69467039
19B251.13.22,1,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.00247945,0.003908905,0.001234081,31.63326987,1.238344031,,,,,,,,,,14.54275639,10.83071879,1.653164875,5.471204263,11.10777602,58.00111383
19B251.13.31,1,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.002822982,0.005131537,0.002593716,44.29896851,1.86829606,,,,,,,,,,11.72411521,8.052417941,1.097919536,7.473916905,12.20820685,35.28554735
19B251.13.32,1,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.003282975,0.00571723,0.002302529,44.12733036,1.241880895,,,,,,,,,,14.04427996,7.975159149,1.138618796,8.538111066,13.14040447,35.41198064
19B251.13.11,2,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.002937364,0.0057914,0.002653447,42.96953822,1.618092394,,,,,,,,,,11.54499158,9.028404008,1.103766737,6.684373042,12.0054927,27.525855
19B251.13.12,2,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.003201565,0.005994868,0.002280892,43.48489588,1.587010805,,,,,,,,,,12.42671564,9.075952686,1.111674313,8.094488639,10.14858609,31.41317727
19B251.13.21,2,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.002214484,0.004168375,0.002154417,36.59112413,1.433984214,,,,,,,,,,15.02897986,9.524181227,1.236510063,5.658325901,10.50075489,29.48231167
19B251.13.22,2,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.002494306,0.003907423,0.001225822,35.0602675,1.239343783,,,,,,,,,,14.76315413,11.11642257,1.533265604,5.430237715,11.13967394,59.42594226
19B251.13.31,2,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.00285005,0.005156759,0.002581003,43.94695273,1.877691983,,,,,,,,,,11.75431696,8.202968204,1.099556293,7.430801881,12.19247182,35.27743644
19B251.13.32,2,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.003316735,0.005728832,0.002282995,2.450261709,1.247873368,,,,,,,,,,14.32735833,8.853002562,1.116182825,8.78719564,13.90602937,36.30259734
19B251.13.11,3,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.002956825,0.005835725,0.003179251,39.59203526,1.607160485,,,,,,,,,,11.5202956,9.094386354,1.117759817,6.676154581,12.14873917,23.76100844
19B251.13.12,3,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.003195292,0.006007194,0.002946987,15.7177957,1.589824315,,,,,,,,,,12.38103072,8.794445767,1.135081064,8.417191015,13.76819708,31.84234824
19B251.13.21,3,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.00221615,0.004178999,0.001577775,32.56326653,1.433071398,,,,,,,,,,15.07763401,9.47224295,1.272251608,5.687848118,10.57926486,30.04976994
19B251.13.22,3,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.002538717,0.003924583,0.001233816,30.82172614,1.238574748,,,,,,,,,,14.60625057,11.09739581,1.708028925,5.450293715,11.29583143,61.36771648
19B251.13.31,3,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.00286086,0.005178024,0.002587473,43.79368297,1.874302278,,,,,,,,,,11.74750176,8.247808126,1.085472554,7.471805505,12.34264124,36.37901332
19B251.13.32,3,James,AE,"Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.003342355,0.005740167,0.002303033,42.57909263,1.246852509,,,,,,,,,,14.35966071,8.365287055,1.659239312,8.555312986,13.75075659,26.57760483
19B167.04.11,1,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.00260709,0.005578697,0.004985099,47.41938055,3.96746277,,,,,,,,,,1.188000234,2.106031804,2.242615367,6.039691512,4.791157059,6.901887693
19B167.04.12,1,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002084018,0.005015561,0.004254323,105.1658991,2.731951268,,,,,,,,,,1.262793101,1.855663241,2.526809739,4.972795391,4.24194594,5.824583048
19B167.04.21,1,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002518897,0.005189312,0.003146708,144.4327167,3.756548413,,,,,,,,,,1.27439201,3.647109182,4.56867227,5.507382179,4.139053876,5.673319085
19B167.04.22,1,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.00231599,0.004353637,0.00275338,127.3564995,2.744569701,,,,,,,,,,1.383211035,3.317560666,4.155290676,4.733309921,3.855348717,5.087426772
19B167.04.31,1,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002653044,0.00589979,0.004734323,39.14938349,2.804705042,,,,,,,,,,1.215577425,2.539905472,2.546694539,6.101081216,5.294106235,6.86839446
19B167.04.32,1,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.00232891,0.004748666,0.003382898,50.17782919,2.983562735,,,,,,,,,,1.411335594,4.047870311,5.723675468,5.599842828,5.205970919,6.363370951
19B167.04.11,2,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002571637,0.00552448,0.005122422,64.95937288,4.093670399,,,,,,,,,,1.232071251,2.150238497,2.202527152,5.813238633,4.747036102,6.645669261
19B167.04.12,2,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.0020534,0.005027227,0.004314521,65.25085628,2.660300392,,,,,,,,,,1.297423507,1.871975997,2.495990055,4.772338845,4.22984238,5.794434152
19B167.04.21,2,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002504953,0.005698973,0.003213137,132.0048246,3.73751697,,,,,,,,,,1.237636752,3.591150558,4.530188219,5.368940468,4.106016458,5.65473512
19B167.04.22,2,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002301332,0.004364031,0.002776449,101.5761091,2.736981944,,,,,,,,,,1.430933934,3.137274468,4.179420743,4.593694668,3.856726345,5.090908935
19B167.04.31,2,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002704271,0.005965874,0.004738667,38.00072599,2.786471563,,,,,,,,,,1.183433849,2.509674211,2.544619186,6.032735593,5.24261974,6.798742356
19B167.04.32,2,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002335409,0.004762188,0.003471433,52.96174901,2.993571049,,,,,,,,,,1.422206272,3.936186914,5.729997743,5.522142611,5.17190096,6.35939913
19B167.04.11,3,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.00258808,0.005569612,0.005139965,47.17181999,4.107064867,,,,,,,,,,1.214709542,2.110928187,2.24726617,5.948938195,4.767730971,6.777423614
19B167.04.12,3,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002073522,0.005047566,0.004329115,38.92646384,2.689758762,,,,,,,,,,1.258870154,1.885051119,2.539382903,4.827619015,4.251635462,5.816421303
19B167.04.21,3,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002537554,0.005141968,0.003185945,52.92435938,3.758628375,,,,,,,,,,1.311320521,3.628703943,4.5332579,5.280186267,4.137952197,5.659664958
19B167.04.22,3,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002328271,0.004406019,0.002777676,96.05452989,2.697038632,,,,,,,,,,1.420747164,3.306426621,4.199232679,4.731010434,3.840723252,5.102830477
19B167.04.31,3,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002775472,0.006006648,0.004744812,38.12280617,2.81454088,,,,,,,,,,1.223945725,2.548432618,2.565092217,6.075744168,5.269296279,6.875399517
19B167.04.32,3,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002361848,0.004815545,0.003471073,50.74699837,3.131845479,,,,,,,,,,1.380788482,3.941199362,5.67147773,5.672394854,5.198876469,6.334140206
19B251.13.11,1,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002915924,0.005836949,0.002715537,39.95330548,1.656157326,,,,,,,,,,11.98543371,9.627789967,1.170685962,6.652035855,10.7032373,20.22695956
19B251.13.12,1,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.00322001,0.006035491,0.002298036,44.914504,1.577237369,,,,,,,,,,12.00665356,8.523318071,1.118133318,7.664142411,11.67300717,22.55435772
19B251.13.21,1,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002208281,0.004148682,0.001587936,35.40946313,1.432355861,,,,,,,,,,15.15849834,9.774551811,1.234963232,5.644892576,9.675790932,25.50202341
19B251.13.22,1,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002473873,0.003902853,0.001234757,33.50184455,1.238445325,,,,,,,,,,14.38798524,11.12763044,1.515249821,5.349638122,10.09553004,50.62126442
19B251.13.31,1,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002816415,0.005124996,0.002597772,43.96093781,1.868090051,,,,,,,,,,12.06354046,8.555138016,1.09635824,7.180762315,10.62660179,22.6911259
19B251.13.32,1,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003275892,0.005709797,0.002303092,44.13773365,1.241816622,,,,,,,,,,14.11281203,8.233521796,1.128650688,8.044381918,10.65206801,24.0763382
19B251.13.11,2,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002931176,0.005784352,0.002655292,43.02991811,1.617816277,,,,,,,,,,12.57907944,10.69425743,1.154273061,7.08375151,12.00491929,26.73614518
19B251.13.12,2,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003193975,0.00599046,0.002283766,43.5214559,1.586002072,,,,,,,,,,12.52440994,7.827945885,1.122505315,7.762565428,9.319853368,22.7014189
19B251.13.21,2,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002209569,0.004163479,0.002158077,36.51612383,1.433876118,,,,,,,,,,15.14020279,9.929270285,1.258098701,5.661410991,9.688986658,25.85356916
19B251.13.22,2,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002488689,0.00390134,0.001226471,35.07720842,1.239447228,,,,,,,,,,14.44908851,11.06137998,1.514125325,5.280711664,10.0415151,50.59430798
19B251.13.31,2,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002843885,0.005149561,0.002582622,44.06545925,1.877280817,,,,,,,,,,11.83683765,8.415825714,1.089198442,6.839030204,10.01117177,21.79256997
19B251.13.32,2,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.00330951,0.005721094,0.002282969,2.467400913,1.247797024,,,,,,,,,,14.05276853,8.58333703,1.102172438,8.126321763,11.1947593,23.79862688
19B251.13.11,3,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002950072,0.005828582,0.003184693,39.48396544,1.607047538,,,,,,,,,,11.79530083,9.57028771,1.128851176,6.655269078,10.9178043,18.99470346
19B251.13.12,3,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003188518,0.005999476,0.002947106,15.75505716,1.58954033,,,,,,,,,,12.35173533,8.913004161,1.117475472,8.003134116,11.78341781,22.53839456
19B251.13.21,3,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.00221123,0.004174088,0.001580457,32.60155815,1.432963535,,,,,,,,,,15.1784525,9.798767299,1.248061726,5.66112601,9.651532414,26.62734352
19B251.13.22,3,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002532978,0.00391845,0.001234453,30.90408758,1.238678709,,,,,,,,,,14.28784691,10.95086057,1.516102605,5.281114076,10.06162136,50.86334821
19B251.13.31,3,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002854668,0.005170801,0.002589082,43.82798839,1.873896141,,,,,,,,,,11.82611644,8.438106798,1.062475155,6.812589572,9.967923133,21.55598884
19B251.13.32,3,James,AE,"With SLB_07212020_5, Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003335064,0.005732408,0.002303015,42.56671426,1.24677603,,,,,,,,,,14.1758849,8.266421365,1.210780698,7.898164827,10.93406092,19.43881071
19B167.04.11,1,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.00260709,0.005578697,0.004985099,47.41938055,3.96746277,,,,,,,,,,1.168469173,2.048521861,2.209789848,5.964181606,4.753526215,7.037952466
19B167.04.12,1,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.002084018,0.005015561,0.004254323,105.1658991,2.731951268,,,,,,,,,,1.254336251,1.856500526,2.550896589,5.003863371,4.30985943,6.087759252
19B167.04.21,1,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.002518897,0.005189312,0.003146708,144.4327167,3.756548413,,,,,,,,,,1.274012059,3.584385646,4.496567875,5.54336037,4.152856999,5.757054911
19B167.04.22,1,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.00231599,0.004353637,0.00275338,127.3564995,2.744569701,,,,,,,,,,1.387622786,3.345419734,4.169621293,4.789579947,3.886796037,5.199686702
19B167.04.31,1,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.002653044,0.00589979,0.004734323,39.14938349,2.804705042,,,,,,,,,,1.200919873,2.552007082,2.522828747,6.200574075,5.43916242,7.194814267
19B167.04.32,1,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.00232891,0.004748666,0.003382898,50.17782919,2.983562735,,,,,,,,,,1.409379961,4.063350306,5.731295788,5.685367604,5.277940957,6.523552484
19B167.04.11,2,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.002571637,0.00552448,0.005122422,64.95937288,4.093670399,,,,,,,,,,1.207385062,2.096278568,2.186054436,5.751300058,4.704246337,6.844609666
19B167.04.12,2,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.0020534,0.005027227,0.004314521,65.25085628,2.660300392,,,,,,,,,,1.306796735,1.885636313,2.525271062,4.817814576,4.30036807,6.078855005
19B167.04.21,2,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.002504953,0.005698973,0.003213137,132.0048246,3.73751697,,,,,,,,,,1.324003872,3.606078582,4.490851474,5.405578729,4.135296433,5.755696663
19B167.04.22,2,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.002301332,0.004364031,0.002776449,101.5761091,2.736981944,,,,,,,,,,1.437919449,3.086387096,4.193672735,4.661802712,3.892340346,5.205043591
19B167.04.31,2,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.002704271,0.005965874,0.004738667,38.00072599,2.786471563,,,,,,,,,,1.189825237,2.532774198,2.520420491,6.129067716,5.385070301,7.132960665
19B167.04.32,2,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.002335409,0.004762188,0.003471433,52.96174901,2.993571049,,,,,,,,,,1.430012596,3.996854485,5.791611003,5.631233127,5.261806798,6.541215125
19B167.04.11,3,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.00258808,0.005569612,0.005139965,47.17181999,4.107064867,,,,,,,,,,1.297443934,2.080384429,2.234965825,5.939105561,4.741568228,7.007056184
19B167.04.12,3,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.002073522,0.005047566,0.004329115,38.92646384,2.689758762,,,,,,,,,,1.270740034,1.910510216,2.584588131,4.893757294,4.332950801,6.136734839
19B167.04.21,3,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.002537554,0.005141968,0.003185945,52.92435938,3.758628375,,,,,,,,,,1.311419109,3.63438409,4.512177141,5.351957608,4.17781553,5.783547692
19B167.04.22,3,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.002328271,0.004406019,0.002777676,96.05452989,2.697038632,,,,,,,,,,1.420002583,3.333401418,4.205010659,4.833631496,3.88704046,5.243437225
19B167.04.31,3,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.002775472,0.006006648,0.004744812,38.12280617,2.81454088,,,,,,,,,,1.214892657,2.555674478,2.546897935,6.205171488,5.459136185,7.271524658
19B167.04.32,3,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Red,0.002361848,0.004815545,0.003471073,50.74699837,3.131845479,,,,,,,,,,1.409100118,4.032471255,5.752589881,5.782062473,5.298408067,6.61794235
19B251.13.11,1,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.002915924,0.005836949,0.002715537,39.95330548,1.656157326,,,,,,,,,,11.56147619,9.012778607,1.368548557,6.625715861,11.93866682,23.75947853
19B251.13.12,1,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.00322001,0.006035491,0.002298036,44.914504,1.577237369,,,,,,,,,,12.20305928,8.510980717,1.10494059,8.053354202,13.74909869,29.15128048
19B251.13.21,1,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.002208281,0.004148682,0.001587936,35.40946313,1.432355861,,,,,,,,,,15.1289115,9.52966984,1.201085961,5.652479901,10.61890022,27.90403088
19B251.13.22,1,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.002473873,0.003902853,0.001234757,33.50184455,1.238445325,,,,,,,,,,14.58090555,10.98725631,1.647818203,5.508417712,11.40132653,55.0879477
19B251.13.31,1,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.002816415,0.005124996,0.002597772,43.96093781,1.868090051,,,,,,,,,,11.77964721,8.144345855,1.095963668,7.517737071,12.51906284,33.92717315
19B251.13.32,1,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.003275892,0.005709797,0.002303092,44.13773365,1.241816622,,,,,,,,,,14.09356813,8.064138725,1.136589622,8.606313829,13.44556028,34.15469547
19B251.13.11,2,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.002931176,0.005784352,0.002655292,43.02991811,1.617816277,,,,,,,,,,11.58368853,9.142830711,1.101705651,6.724871389,12.29517137,26.76879272
19B251.13.12,2,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.003193975,0.00599046,0.002283766,43.5214559,1.586002072,,,,,,,,,,12.47884384,9.195509816,1.109815457,8.163083858,10.35472762,30.40851557
19B251.13.21,2,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.002209569,0.004163479,0.002158077,36.51612383,1.433876118,,,,,,,,,,15.09112412,9.649859201,1.234083852,5.684253128,10.71897035,28.64372355
19B251.13.22,2,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.002488689,0.00390134,0.001226471,35.07720842,1.239447228,,,,,,,,,,14.80129885,11.28219151,1.529717221,5.459691806,11.41478352,56.35336633
19B251.13.31,2,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.002843885,0.005149561,0.002582622,44.06545925,1.877280817,,,,,,,,,,11.80920441,8.29807947,1.097720749,7.506942473,12.54848849,33.97150581
19B251.13.32,2,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.00330951,0.005721094,0.002282969,2.467400913,1.247797024,,,,,,,,,,14.38546419,8.960353567,1.114095882,8.843773717,14.30791088,34.99901602
19B251.13.11,3,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.002950072,0.005828582,0.003184693,39.48396544,1.607047538,,,,,,,,,,11.55853434,9.211321079,1.115745516,6.710794987,12.44547822,23.20915718
19B251.13.12,3,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.003188518,0.005999476,0.002947106,15.75505716,1.58954033,,,,,,,,,,12.43515372,8.911871838,1.132866852,8.465821553,14.1807955,30.97318635
19B251.13.21,3,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.00221123,0.004174088,0.001580457,32.60155815,1.432963535,,,,,,,,,,15.1422846,9.595308768,1.269427438,5.714036572,10.80071012,29.17495658
19B251.13.22,3,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.002532978,0.00391845,0.001234453,30.90408758,1.238678709,,,,,,,,,,14.65027699,11.26373338,1.702706651,5.482599262,11.57076229,59.06490242
19B251.13.31,3,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.002854668,0.005170801,0.002589082,43.82798839,1.873896141,,,,,,,,,,11.8024649,8.342805582,1.083491579,7.558513807,12.69657955,34.95651803
19B251.13.32,3,James,AE,"With SLB_07212020_5, Indv. Darkfield, from CSV contrast",IQT-HT1,Blue,0.003335064,0.005732408,0.002303015,42.56671426,1.24677603,,,,,,,,,,14.41251568,8.463076046,1.655075261,8.613172512,14.17092159,25.87211246
19B167.04.11,1,James,AE,"08112020_Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002662333,0.005524887,0.004923103,50.24739341,4.085045139,,,,,,,,,,1.21168403,2.085083232,2.225213704,5.872751946,4.776600253,6.670337227
19B167.04.12,1,James,AE,"08112020_Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002165553,0.004962566,0.004164523,108.4597857,2.760546966,,,,,,,,,,1.279051675,1.850791855,2.531931404,4.874617737,4.226681136,5.877634821
19B167.04.21,1,James,AE,"08112020_Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002572512,0.00509876,0.003055788,188.6642611,3.677110094,,,,,,,,,,1.311110416,3.584906107,4.606038622,4.510846651,4.115260738,5.815284384
19B167.04.22,1,James,AE,"08112020_Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002362449,0.004333642,0.003281422,130.7505493,3.91039423,,,,,,,,,,1.402523495,3.166538942,4.209175479,4.733336442,3.794619875,5.192715728
19B167.04.31,1,James,AE,"08112020_Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002743756,0.006485135,0.00458579,37.80757045,2.807680376,,,,,,,,,,1.457540711,2.531771702,2.556196972,5.557653339,5.20574041,6.943425799
19B167.04.32,1,James,AE,"08112020_Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002331713,0.004718007,0.003288732,53.48596933,2.995303718,,,,,,,,,,1.402981275,4.004888317,5.896642984,5.533842445,5.169647208,6.536994231
