SampleID,Trial,Operator,Exposure,Dark_Calibr,WhichIQT,Wgcolor,TP_B,TP_G,TP_R,AU,SU,CU_B,CU_G,CU_R,dummy1,dummy2,dummy3,dummy4,dummy5,dummy6,Centercontrast_B,Centercontrast_G,Centercontrast_R,Meancontrast_B,Meancontrast_G,Meancontrast_R
19B251.13.11,2,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003719612,0.00619758,0.002536189,37.5512698,1.706321015,,,,,,,,,,12.88565159,14.82670237,1.620227628,7.248963078,13.52876394,35.78044815
19B251.13.12,2,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003980498,0.006252769,0.00209013,51.38591831,1.551412049,,,,,,,,,,15.66206363,16.27522887,1.572174935,9.214239598,18.15225738,38.96713557
19B251.13.21,2,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002811984,0.004482263,0.001483477,33.97989324,1.479249857,,,,,,,,,,13.91695655,13.8919546,2.207829065,6.450083678,11.1967623,32.24606124
19B251.13.22,2,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.0027748,0.003730816,0.001180715,29.98834481,1.305379717,,,,,,,,,,16.75534073,19.04777159,7.863915543,5.990824239,11.3011126,161.492069
19B251.13.31,2,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003513725,0.005324586,0.002308351,56.14322944,1.845264589,,,,,,,,,,14.53436421,16.31140269,1.577337276,8.383983074,14.02866363,46.70852784
19B251.13.32,2,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003804984,0.005613991,0.002055766,51.38284776,1.248854673,,,,,,,,,,17.94461505,17.61465776,1.528864329,9.742985635,18.49591766,48.55125062
19B251.13.11,3,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003787676,0.006230359,0.002511105,43.67990161,1.711898315,,,,,,,,,,12.96518303,15.25495658,1.792658992,7.223128929,13.58575559,35.90796052
19B251.13.12,3,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.004034485,0.006246969,0.002058651,55.83081977,1.548102036,,,,,,,,,,15.88479479,16.90566975,1.519507792,9.169044927,18.28398019,39.21328757
19B251.13.21,3,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002864193,0.004512235,0.00147026,32.72717327,1.482505513,,,,,,,,,,13.78904304,13.86314495,2.009016377,6.458950177,11.18253849,32.29525752
19B251.13.22,3,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002799471,0.003714905,0.001165878,26.74257741,1.313097465,,,,,,,,,,16.7933675,19.38824352,8.634202951,5.972946581,11.08388087,179.8706551
19B251.13.31,3,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003576583,0.005356695,0.002292971,58.62713158,1.851168722,,,,,,,,,,14.28266822,16.50754105,1.547798422,8.260977674,14.05303163,46.91640347
19B251.13.32,3,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003851356,0.005611951,0.002029603,47.19634763,1.250589777,,,,,,,,,,17.78935554,17.42793198,1.551135794,9.702140327,18.10328245,47.80560419
19B301.06.11,1,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002853638,0.006360487,0.005892524,230.1100537,3.208516055,,,,,,,,,,2.042900959,3.550784902,5.073422975,7.729610306,7.356320579,8.329665123
19B301.06.12,1,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002886804,0.006547036,0.006091794,198.7057303,3.522299508,,,,,,,,,,2.099086889,3.5498901,4.837339112,7.832200149,7.066579373,9.332549668
19B301.06.21,1,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.00283869,0.006227992,0.005317404,319.1524974,3.032492065,,,,,,,,,,1.744940978,2.746163116,4.013649146,6.223010838,5.914217809,6.779552951
19B301.06.22,1,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002894502,0.00682685,0.006021812,227.4869883,2.464868505,,,,,,,,,,2.006366236,3.661993343,5.518536148,6.999198816,6.493035503,7.349398609
19B301.06.31,1,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.00273391,0.006196014,0.005571838,256.8686739,3.256367995,,,,,,,,,,1.806636384,3.099103847,4.262902975,6.45077521,6.501411164,8.638270301
19B301.06.32,1,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.003052658,0.007083574,0.006814696,256.4132316,2.411863225,,,,,,,,,,2.041810042,3.512524412,5.445839248,7.010449822,6.559679463,9.102020836
19B301.06.11,2,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002872364,0.006385345,0.005863451,296.2264433,3.220550394,,,,,,,,,,1.944334781,3.541410993,5.010159383,7.780912765,7.380394188,8.395977623
19B301.06.12,2,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.00289946,0.006552279,0.006053694,220.1327189,3.520810837,,,,,,,,,,2.060066335,3.470285895,4.745920737,7.824933627,7.072729711,9.310694739
19B301.06.21,2,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002843604,0.006238063,0.005326058,262.3512717,3.036399699,,,,,,,,,,1.722413332,2.742979972,4.007404686,6.216659766,5.925812563,6.723295297
19B301.06.22,2,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.00289998,0.006826436,0.006017466,279.1809152,2.453952891,,,,,,,,,,1.914512114,3.596267136,5.459000858,6.962659694,6.468586703,7.358927293
19B301.06.31,2,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002727434,0.006200166,0.005612139,315.279989,3.257840856,,,,,,,,,,1.873484426,3.120208381,4.39945747,6.41882667,6.491772885,8.64283676
19B301.06.32,2,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.003045481,0.007069159,0.006846007,221.0539566,2.400158023,,,,,,,,,,2.120840451,3.584732685,5.552384071,6.987739429,6.56000858,9.07994839
19B301.06.11,3,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002908684,0.006366924,0.005651778,279.3310632,3.188419128,,,,,,,,,,1.958184398,3.432251481,4.629430875,7.797835626,7.392696279,8.334647872
19B301.06.12,3,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002927185,0.006517666,0.005857608,230.018884,3.474249863,,,,,,,,,,1.966442463,3.357885782,4.335280993,7.895059855,7.081838591,9.29998371
19B301.06.21,3,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002873739,0.006184153,0.005131194,250.6521354,3.004751821,,,,,,,,,,1.730733282,2.700222781,3.75947257,6.35170409,6.000418732,6.771605301
19B301.06.22,3,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002942461,0.006827357,0.005807648,255.2886872,2.417118267,,,,,,,,,,1.882540359,3.491121112,5.067335728,7.044644954,6.468000895,7.295537489
19B301.06.31,3,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.002751412,0.006142717,0.00539343,202.1592406,3.230519552,,,,,,,,,,1.790104769,3.003104956,4.09035363,6.510175041,6.549272277,8.636420823
19B301.06.32,3,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Red,0.003078402,0.007037419,0.006614547,225.6720654,2.407676344,,,,,,,,,,2.087485076,3.358795044,5.130198627,7.087673047,6.541544173,9.129947171
19B302.18.11,1,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003305289,0.007061034,0.003435056,52.33502259,1.543607081,,,,,,,,,,20.50923643,19.34081794,1.812321155,10.63758291,19.87865783,48.65883443
19B302.18.12,1,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002367428,0.005227071,0.003692761,47.77790077,1.460614713,,,,,,,,,,22.01590461,19.56020908,1.877014538,8.905252568,15.96546746,42.12146819
19B302.18.21,1,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002541043,0.004999177,0.002783533,39.44103793,1.372318427,,,,,,,,,,12.32695535,13.45944747,2.106061957,4.428790629,6.224185407,12.94767437
19B302.18.22,1,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002806014,0.005726708,0.003488433,65.62031226,1.726749682,,,,,,,,,,20.61100828,19.80236379,1.791930649,10.35247569,17.99089555,42.53956343
19B302.18.31,1,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.001824507,0.003719827,0.002470767,57.98665755,1.530488676,,,,,,,,,,6.495771521,6.188031233,1.15319481,2.109987107,2.91325671,4.687365174
19B302.18.32,1,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002293209,0.004752146,0.00393108,54.09051997,1.573689973,,,,,,,,,,8.95610212,8.908047638,1.333368255,5.097241714,9.343498117,25.92817863
19B302.18.11,2,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.00326344,0.007087557,0.003477267,54.81081281,1.556942511,,,,,,,,,,20.56465702,18.81311557,1.77472776,10.65279518,19.80764444,48.53987843
19B302.18.12,2,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002340082,0.005232442,0.00372569,50.01930463,1.455920001,,,,,,,,,,21.9193793,19.20724453,1.777291498,8.982042085,15.97140522,41.75494236
19B302.18.21,2,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002494169,0.005005017,0.002815584,42.45697343,1.372527659,,,,,,,,,,12.35000295,13.4072789,1.986003483,4.433501557,6.192537151,12.89316556
19B302.18.22,2,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002758775,0.005716276,0.003519091,62.48175637,1.743518737,,,,,,,,,,20.76370901,19.008934,1.686176978,10.32086799,17.97488737,42.23257642
19B302.18.31,2,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.001769283,0.00369496,0.002495524,60.06597403,1.536374221,,,,,,,,,,6.330151001,5.908111142,1.151092826,2.103796646,2.910369729,4.684886536
19B302.18.32,2,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002241059,0.004730082,0.003956128,56.72940402,1.577043726,,,,,,,,,,8.779910654,8.530413642,1.373841291,5.036334882,9.324915576,25.927979
19B302.18.11,3,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.003264897,0.007070962,0.003482839,53.46770429,1.551763595,,,,,,,,,,20.52306445,18.89989191,1.748752812,10.66301668,19.76014085,48.12138973
19B302.18.12,3,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002333182,0.005240998,0.003754749,46.75073814,1.454919041,,,,,,,,,,21.88641672,18.9139625,1.787383674,9.039727531,15.95101087,43.24384644
19B302.18.21,3,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002508466,0.005001019,0.002811141,40.53402729,1.372964159,,,,,,,,,,12.34572618,13.45700081,1.99316781,4.425229754,6.195543308,12.92278625
19B302.18.22,3,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.00276465,0.005722405,0.003537584,68.23249737,1.739257993,,,,,,,,,,20.59421533,19.0387773,1.594080494,10.31882622,18.0992058,43.22578771
19B302.18.31,3,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.001800004,0.003707904,0.002486241,60.36921496,1.542374885,,,,,,,,,,6.439631798,6.083766814,1.182714524,2.11505198,2.92077121,4.73423589
19B302.18.32,3,AP,AE,"Indv. Darkfield, calculated contrast",IQT-HT1,Blue,0.002263126,0.004747761,0.003973014,58.7104831,1.579374531,,,,,,,,,,8.838696723,8.680072097,1.343195266,5.135569804,9.367545373,26.12418304
19B167.04.11,1,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.00165883,0.004365172,0.005407243,780.5814635,3.778291257,,,,,,,,,,1.720849383,2.736017096,2.878854761,4.534101742,4.668808699,8.673610694
19B167.04.12,1,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.00145916,0.004375896,0.004865313,594.251926,2.488330605,,,,,,,,,,2.075786777,2.198101441,2.560744013,3.958332965,4.065687381,6.762793277
19B167.04.21,1,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001661036,0.004208716,0.00349211,167.3661076,3.459515208,,,,,,,,,,2.333080373,4.807095047,4.618809102,4.21139475,4.041154872,5.827443682
19B167.04.22,1,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001560042,0.003783348,0.003072929,150.0916864,2.448316691,,,,,,,,,,2.406510391,3.832347628,4.25933644,3.575357206,3.726480203,5.189872917
19B167.04.31,1,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001867434,0.005134343,0.00526423,352.507483,2.499489662,,,,,,,,,,2.292058939,3.47889014,2.964991297,5.223215343,5.02156115,7.955216586
19B167.04.32,1,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.00156395,0.004075748,0.003757167,220.6590434,2.78833575,,,,,,,,,,2.764399962,5.789896383,6.279176492,4.888922111,5.117917136,6.674432945
19B167.04.11,2,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001648299,0.004345666,0.005420225,1248.203441,3.772711917,,,,,,,,,,1.684648222,2.702298355,2.889353113,4.525398499,4.640336354,8.647877621
19B167.04.12,2,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001444262,0.0043569,0.004901855,557.9357904,2.493842866,,,,,,,,,,2.124966071,2.193600971,2.577785897,3.971760279,4.058537105,6.74673686
19B167.04.21,2,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001653491,0.004204312,0.003499038,136.124263,3.455335739,,,,,,,,,,2.328858307,4.749611768,4.576142436,4.210094329,4.040146426,5.797527612
19B167.04.22,2,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001542528,0.003763419,0.003090106,191.9530829,2.447138647,,,,,,,,,,2.424383284,3.848394291,4.289714979,3.596879096,3.722776243,5.218689128
19B167.04.31,2,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001860569,0.005129893,0.005263721,279.3858287,2.501176291,,,,,,,,,,2.320834923,3.525202719,2.955156453,5.257191658,5.029687913,7.963969101
19B167.04.32,2,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.00155915,0.004074058,0.003768308,259.9456519,2.796653077,,,,,,,,,,2.850898201,5.770960356,6.302963485,4.937442184,5.125534035,6.667665402
19B167.04.11,3,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001635412,0.004338961,0.005445937,1471.864721,3.782990023,,,,,,,,,,1.70066553,2.700878851,2.890710337,4.566302923,4.663302588,8.803386421
19B167.04.12,3,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001438477,0.004350923,0.004897416,845.0576341,2.487334182,,,,,,,,,,2.14107991,2.168831822,2.554812716,3.97602066,4.008139473,6.777409198
19B167.04.21,3,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001625868,0.004179091,0.003524888,220.6891676,3.45983073,,,,,,,,,,2.427429006,4.790268045,4.59964944,4.242063625,4.05095508,5.812836958
19B167.04.22,3,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001529414,0.003756099,0.003096923,222.0458278,2.440306923,,,,,,,,,,2.476275196,3.871312464,4.279780994,3.593690647,3.732800015,5.216470957
19B167.04.31,3,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001827471,0.005096372,0.005329028,353.2525296,2.500608588,,,,,,,,,,2.338562608,3.484986949,2.984870589,5.256914572,5.029416568,8.012529319
19B167.04.32,3,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001532553,0.004048287,0.00378795,229.8670929,2.785857569,,,,,,,,,,2.653931475,5.851777774,6.305981638,4.813787216,5.136024452,6.67626733
19B170.12.11,1,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.004123982,0.006087773,0.00184625,68.50350629,1.391052692,,,,,,,,,,13.17214678,16.5492759,1.536304091,6.915329118,14.46148432,37.40896179
19B170.12.12,1,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.002935883,0.003822679,0.00122039,34.07186551,1.622519175,,,,,,,,,,16.48890527,20.48459447,1.97392216,6.123278316,12.24509467,31.1791557
19B170.12.21,1,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.002628654,0.00313744,0.001045108,30.19564695,1.53837673,,,,,,,,,,11.76370519,15.8070715,1.854350297,5.187279043,9.597724085,27.83560779
19B170.12.22,1,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.002859379,0.00362663,0.001171041,49.48035723,2.001372325,,,,,,,,,,12.13888901,16.4001047,2.479976799,6.231140721,12.39927839,59.46650938
19B170.12.31,1,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.003741921,0.004898385,0.001983504,56.06802864,1.610937173,,,,,,,,,,14.26656966,17.87609967,1.544755617,7.011201682,14.14369203,36.39516474
19B170.12.32,1,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.003416438,0.004451856,0.001522001,36.84212335,1.329443208,,,,,,,,,,14.92794586,16.47827109,1.533109078,8.190965702,15.3310242,34.74848756
19B170.12.11,2,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.004100845,0.006077685,0.00184835,72.21555444,1.388873565,,,,,,,,,,12.9647689,16.14320761,1.480238475,6.896884074,14.43019617,36.76107796
19B170.12.12,2,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.002926382,0.003812659,0.001219945,30.25563551,1.622732331,,,,,,,,,,16.51184724,20.38567645,1.680158988,6.153429117,12.24139638,31.42776769
19B170.12.21,2,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.002612345,0.003133476,0.001051205,27.57178558,1.538236678,,,,,,,,,,11.70432018,15.64491724,1.88102388,5.170501564,9.575480827,27.63336046
19B170.12.22,2,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.002844714,0.003618327,0.001174782,50.74985636,1.998716237,,,,,,,,,,12.03298956,16.28535695,2.488478103,6.250654092,12.48895577,60.12385806
19B170.12.31,2,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.003706044,0.004892428,0.001990598,66.20598199,1.6131882,,,,,,,,,,14.28783918,17.16754241,1.530730736,7.095582608,14.1790584,36.14068109
19B170.12.32,2,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.003396416,0.004447204,0.001527192,37.2875309,1.329314205,,,,,,,,,,14.99536295,16.32179754,1.587665997,8.160177816,15.4271137,34.88063871
19B170.12.11,3,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.004086814,0.006072976,0.001846156,69.50492894,1.387956397,,,,,,,,,,12.94659143,16.22452264,1.503757474,6.927421834,14.57583635,38.16794175
19B170.12.12,3,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.002917254,0.003845663,0.001230441,34.50486439,1.623506288,,,,,,,,,,16.2169906,19.47867576,1.72140355,6.192690563,12.31053882,30.71782635
19B170.12.21,3,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.00262733,0.003135951,0.001047472,28.6560503,1.542579545,,,,,,,,,,11.71793289,15.79107339,1.843196307,5.178012069,9.612602499,28.11831474
19B170.12.22,3,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.002849893,0.003640687,0.001182059,45.1015358,1.998291667,,,,,,,,,,12.08904273,16.03714787,2.630746158,6.276350223,12.51869692,61.52233655
19B170.12.31,3,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.003768923,0.004909927,0.001976591,65.90386221,1.607226374,,,,,,,,,,14.34593191,17.98559268,1.58004067,7.02067167,14.07422762,36.38102692
19B170.12.32,3,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.003429121,0.004472803,0.001531389,42.24643259,1.340351883,,,,,,,,,,14.65265225,16.30351209,1.513852742,8.194754997,15.61295252,34.6858861
19B176.04.11,1,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001876694,0.005055076,0.005999131,776.8989233,3.694444426,,,,,,,,,,2.678838077,4.096725036,4.81837215,4.33303922,4.587503328,8.9631757
19B176.04.12,1,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001885964,0.005155149,0.005902514,1002.729213,3.599851487,,,,,,,,,,2.809946109,3.616650379,3.684413457,4.716979685,5.024757533,10.09320466
19B176.04.21,1,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001896513,0.004976445,0.004297608,188.8520145,2.14461817,,,,,,,,,,2.606445484,4.124706269,4.352043019,4.524508889,4.38691417,6.442651879
19B176.04.22,1,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001919076,0.004556181,0.003480222,814.9060959,2.161432796,,,,,,,,,,1.960674348,3.633147452,5.35489315,3.924129571,4.18093111,5.053881635
19B176.04.31,1,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001938308,0.00546161,0.006246645,1042.767764,3.423893645,,,,,,,,,,2.338784421,3.162500796,3.918418022,5.686035235,5.750566058,9.857600295
19B176.04.32,1,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001831953,0.004831689,0.004826519,751.1993302,3.443380379,,,,,,,,,,2.525842236,4.322162257,4.40393473,5.307215185,5.434844118,9.761026236
19B176.04.11,2,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.00191413,0.005101774,0.00595224,743.8241494,3.705702405,,,,,,,,,,2.606083725,4.147689107,4.871272016,4.321036298,4.596249508,8.961259129
19B176.04.12,2,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001918583,0.005194425,0.00587245,1808.126246,3.613169127,,,,,,,,,,2.832161629,3.701404045,3.685140745,4.731412436,5.070074524,10.192612
19B176.04.21,2,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001927183,0.005008908,0.004261486,234.9327296,2.146663658,,,,,,,,,,2.636639447,4.16763347,4.394276418,4.512142501,4.398801695,6.476106117
19B176.04.22,2,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001950036,0.004581675,0.003458732,625.3011816,2.181154516,,,,,,,,,,1.942883708,3.643888672,5.44914197,3.92812329,4.203612706,5.092178438
19B176.04.31,2,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001959312,0.005498484,0.006207871,1340.520983,3.420590194,,,,,,,,,,2.386070612,3.218634039,3.973451169,5.733635265,5.799623964,10.00250713
19B176.04.32,2,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001856854,0.004860518,0.004799392,1218.616659,3.447663981,,,,,,,,,,2.73907013,4.303734938,4.434923685,5.348206669,5.442160272,9.892053935
19B176.04.11,3,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001873547,0.005045835,0.006053681,533.9122439,3.721396178,,,,,,,,,,2.74808666,4.08344007,4.875648926,4.349688975,4.579999547,8.989179958
19B176.04.12,3,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001908924,0.005165386,0.005892476,924.9257261,3.615589965,,,,,,,,,,2.909279718,3.745396178,3.742947109,4.711082987,5.049367901,10.14660276
19B176.04.21,3,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001833001,0.00489466,0.004377385,217.7601859,2.128034126,,,,,,,,,,2.665366135,4.143396021,4.423135238,4.514717025,4.364140108,6.476845917
19B176.04.22,3,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001904575,0.004541597,0.003504656,674.4350392,2.160939868,,,,,,,,,,1.978616702,3.601280987,5.456578188,3.925256217,4.18148124,5.210224292
19B176.04.31,3,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001827175,0.005312913,0.00647952,979.685178,3.44278727,,,,,,,,,,2.263433373,3.237425641,3.997420161,5.452397726,5.706283301,10.09119575
19B176.04.32,3,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Red,0.001789645,0.004793184,0.004905144,1768.262679,3.447239241,,,,,,,,,,2.558925218,4.296247927,4.367656422,5.216534458,5.445496548,9.931340571
19B251.13.11,1,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.003767347,0.006227093,0.002515742,64.68611852,1.709898333,,,,,,,,,,11.08982919,14.70901834,1.420371928,7.21110339,14.10144977,40.86760995
19B251.13.12,1,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.004013165,0.00623911,0.002056376,94.99116279,1.547585473,,,,,,,,,,13.21498583,16.0827452,1.560223061,9.347004559,19.68139333,49.15107481
19B251.13.21,1,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.002846176,0.004503574,0.001476116,35.4381599,1.483809386,,,,,,,,,,12.4837247,14.49241979,1.706071413,6.195213173,11.80501936,29.85732033
19B251.13.22,1,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.002788566,0.003719554,0.001167938,34.53391719,1.30686721,,,,,,,,,,14.34170025,20.20856375,2.487969914,5.659661734,11.65905827,60.74915732
19B251.13.31,1,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.003552458,0.005354618,0.002304154,77.19756337,1.851890548,,,,,,,,,,11.692908,15.97264056,1.583165648,8.407911461,15.18612261,60.13633815
19B251.13.32,1,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.003828373,0.005608676,0.002031147,68.00211104,1.250106278,,,,,,,,,,15.99432415,17.65145504,1.473658787,9.789084327,19.94262478,63.18651885
19B251.13.11,2,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.003717588,0.006194017,0.002528287,51.92536612,1.706083397,,,,,,,,,,11.0622784,14.6364094,1.639468061,7.21994986,14.2093081,41.26386448
19B251.13.12,2,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.003978926,0.00625045,0.002082415,69.57668229,1.551180327,,,,,,,,,,13.01294347,16.00007613,1.460404932,9.359398457,19.71761401,48.98418818
19B251.13.21,2,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.002811605,0.00448138,0.001479583,40.53690333,1.479042285,,,,,,,,,,12.58166028,14.49224702,1.616219816,6.199602715,11.79769702,29.62689999
19B251.13.22,2,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.002773088,0.003728177,0.001177997,36.81819978,1.305203909,,,,,,,,,,14.37247355,19.93823241,2.429201646,5.689209117,11.76729125,59.52770676
19B251.13.31,2,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.003512608,0.005320329,0.00230183,79.77000486,1.845851194,,,,,,,,,,11.85678225,16.02466851,1.526149863,8.518219154,15.16609257,60.04867246
19B251.13.32,2,AP,AE,"Indv. Darkfield, CSV contrast",IQT-HT1,Blue,0.003803057,0.005610288,0.002049289,61.73992941,1.248903351,,,,,,,,,,15.88383444,17.23094832,1.584195362,9.816253816,19.94004393,63.77562533
