WaferID,SampleID,Wafer_orientation,WGColor,Trial,Operator,LEDcolor,Samplelocation,Samplenumber,Exitnumber,Cameranumber,MTF30_x,MTF30_y,MTF_x_15lp,MTF_y_15lp,MTF_x_7p5lp,MTF_y_7p5lp,CRA_dx_pixel,CRA_dy_pixel,raytilt_x_arcsec,raytilt_y_arcsec,rel_cross_pos_x_pixel,rel_cross_pos_y_pixel,CRA_x_arcmin,CRA_y_arcmin,CRA_x_raytilt_arcmin,CRA_y_raytilt_arcmin,Diff_CRA_x_arcmin,Diff_CRA_y_arcmin,Diff_CRA_x_raytilt_arcmin,Diff_CRA_y_raytilt_arcmin,Diff_rel_cross_pos_x_arcmin,Diff_rel_cross_pos_y_arcmin,Rel_CRA_x_arcmin,Rel_CRA_y_arcmin,Rel_CRA_x_raytilt_arcmin,Rel_CRA_y_raytilt_arcmin,Rel_rel_cross_pos_x_arcmin,Rel_rel_cross_pos_y_arcmin
19B301.06,19B301.06.12,clockwise90deg,RedRight,3,Adrian,green,12,2,1,1,12.4054,10.5,0.224,0.154,0.528,0.469,0.415,-10.08,-15.4,-99.9,2.6,-14.8,-0.10151,2.4657,0.25667,1.665,-0.26834,2.3556,-0.028333,1.5433,-0.26907,2.3727,-0.099556,2.4576,0.26667,1.665,-0.097844,2.4705
19B301.06,19B301.06.22,clockwise90deg,RedRight,3,Adrian,green,22,3,1,1,13.9697,11.0732,0.271,0.157,0.5685,0.5025,-4.782,-4.016,-91.3,-11.5,-2.6,-8.7,1.1697,0.98235,1.5217,0.19167,0.97819,0.79914,1.2133,-0.016667,0.97844,0.80721,1.1717,0.97428,1.5317,0.19167,1.1741,0.97844
19B301.06,19B301.06.21,clockwise90deg,RedRight,3,Adrian,green,21,4,1,1,11.9756,11.4571,0.2,0.182,0.5055,0.497,-4.125,-5.387,-82.5,-31.2,-1.9,-10.1,1.009,1.3177,1.375,0.52,0.80745,1.3016,1.065,0.48167,0.80721,1.2964,1.011,1.3096,1.385,0.52,1.0029,1.3209
19B301.06,19B301.06.31,clockwise90deg,RedRight,3,Adrian,green,31,5,1,1,11.2286,12.027,0.199,0.205,0.474,0.5215,1.771,-7.207,5.2,-58.5,4,-11.9,-0.4332,1.7629,-0.086667,0.975,-0.64944,1.7514,-0.42,0.94833,-0.66044,1.7612,-0.43125,1.7548,-0.076667,0.975,-0.4403,1.7612
19B301.06,19B301.06.32,clockwise90deg,RedRight,3,Adrian,green,32,6,1,1,12.3333,11.7838,0.225,0.207,0.5325,0.5135,-0.595,-9.011,-30.5,-84.9,1.6,-13.7,0.14554,2.2042,0.50833,1.415,-0.058217,2.0356,0.18167,1.24,-0.048922,2.0303,0.1475,2.1961,0.51833,1.415,0.14677,2.2015
19B251.13,19B251.13.11,clockwise90deg,BlueRight,3,Adrian,blue,11,1,1,1,16.8621,20.3684,0.355,0.442,0.66,0.7,14.308,1.344,188,67.8,16.5,-3.4,-3.4999,-0.32875,-3.1333,-1.13,-3.6745,-0.45913,-3.4417,-1.275,-3.6691,-0.4403,-3.4999,-0.32191,-3.14,-1.12,-3.4979,-0.29353
19B251.13,19B251.13.12,clockwise90deg,BlueRight,3,Adrian,blue,12,2,1,1,17.5,20.2667,0.378,0.434,0.6565,0.697,11.053,-13.864,139.4,-155.9,13.3,-18.6,-2.7037,3.3913,-2.3233,2.5983,-2.8844,3.2164,-2.635,2.415,-2.8864,3.2288,-2.7037,3.3981,-2.33,2.6083,-2.7152,3.4245
19B251.13,19B251.13.22,clockwise90deg,BlueRight,3,Adrian,blue,22,3,1,1,18.0435,19.8462,0.385,0.43,0.68,0.7045,-7.163,-14.092,-127,-159.6,-4.9,-18.8,1.7521,3.447,2.1167,2.66,1.4787,3.2897,1.7067,2.5,1.4677,3.3022,1.7521,3.4539,2.11,2.67,1.7367,3.4734
19B251.13,19B251.13.21,clockwise90deg,BlueRight,3,Adrian,blue,21,4,1,1,16.2121,21.1818,0.339,0.449,0.647,0.696,-2.256,1.026,-55.1,62.7,0,-3.7,0.55184,-0.25097,0.91833,-1.045,0.34955,-0.3992,0.58,-1.19,0.34245,-0.39137,0.55184,-0.24412,0.91167,-1.035,0.53814,-0.22015
19B251.13,19B251.13.31,clockwise90deg,BlueRight,3,Adrian,blue,31,5,1,1,7.0625,5.768,0.044,0.065,0.265,0.134,-13.345,0.479,-218,55.6,-11.1,-4.2,3.2643,-0.11717,3.6333,-0.92667,2.9365,-0.2336,3.165,-1.0583,2.9353,-0.24461,3.2643,-0.11032,3.6267,-0.91667,3.2533,-0.097844
19B251.13,19B251.13.32,clockwise90deg,BlueRight,3,Adrian,blue,32,6,1,1,16.4815,13.1463,0.344,0.227,0.6535,0.6015,-7.013,-19.891,-125.2,-243.8,-4.8,-24.6,1.7154,4.8655,2.0867,4.0633,1.4138,4.6803,1.6583,3.8583,1.4187,4.672,1.7154,4.8724,2.08,4.0733,1.7123,4.8922
19B251.13,19B251.13.11,clockwise90deg,BlueRight,3,Adrian,green,11,1,1,1,21.4615,23.0435,0.477,0.499,0.7525,0.7545,8.919,-6.375,108.6,-45.1,11.2,-11.1,-2.1817,1.5594,-1.81,0.75167,-2.4441,1.3402,-2.2017,0.53,-2.4461,1.3453,-2.1797,1.5513,-1.8,0.75167,-2.2015,1.5655
19B251.13,19B251.13.12,clockwise90deg,BlueRight,3,Adrian,green,12,2,1,1,22,23.4286,0.479,0.515,0.7325,0.764,6.681,-15.18,75.9,-175.2,8.9,-19.9,-1.6342,3.7132,-1.265,2.92,-1.9265,3.4372,-1.695,2.6267,-1.9324,3.449,-1.6323,3.7051,-1.255,2.92,-1.6389,3.7181
19B251.13,19B251.13.22,clockwise90deg,BlueRight,3,Adrian,green,22,3,1,1,22.7273,25.5,0.493,0.541,0.7505,0.7675,-5.85,-17.291,-107.6,-205.3,-3.6,-22,1.431,4.2295,1.7933,3.4217,1.0653,3.9022,1.3,3.0717,1.0518,3.9137,1.4329,4.2215,1.8033,3.4217,1.4187,4.2317
19B251.13,19B251.13.21,clockwise90deg,BlueRight,3,Adrian,green,21,4,1,1,21.3333,25.5,0.472,0.557,0.749,0.7715,-1.774,-5.299,-47.8,-30.3,0.5,-10,0.43394,1.2962,0.79667,0.505,0.070447,1.0777,0.3,0.275,0.048922,1.0763,0.43589,1.2881,0.80667,0.505,0.41584,1.2964
19B251.13,19B251.13.31,clockwise90deg,BlueRight,3,Adrian,green,31,5,1,1,15.8095,18.3636,0.317,0.334,0.6065,0.559,-9.125,-5.88,-155.8,-38.1,-6.9,-10.6,2.2321,1.4383,2.5967,0.635,1.847,1.247,2.0883,0.43667,1.859,1.2475,2.234,1.4302,2.6067,0.635,2.2259,1.4432
19B251.13,19B251.13.32,clockwise90deg,BlueRight,3,Adrian,green,32,6,1,1,19.12,16.6429,0.416,0.35,0.719,0.68,-5.634,-19.893,-104.6,-243.7,-3.4,-24.6,1.3781,4.866,1.7433,4.0617,1.0049,4.5722,1.24,3.7533,1.0029,4.5742,1.3801,4.8579,1.7533,4.0617,1.3698,4.8677
19B301.06,19B301.06.11,clockwise90deg,RedRight,1,Alex,red,11,1,1,1,15.7813,15.1563,0.325,0.305,0.7445,0.661,-5.348,-1.285,-94.2,32.4,-3.1,-5.9,1.3082,0.31432,1.57,-0.54,0.88817,-0.14774,1.1567,-0.96333,0.88059,-0.14677,1.3016,0.29084,1.5617,-0.56333,1.2964,0.29353
19B301.06,19B301.06.12,clockwise90deg,RedRight,1,Alex,red,12,2,1,1,17,15.8667,0.347,0.326,0.735,0.639,-2.314,-4.679,-49.7,-17.4,-0.1,-9.3,0.56603,1.1445,0.82833,0.29,0.13747,0.66118,0.4,-0.17667,0.14677,0.66044,0.55942,1.121,0.82,0.26667,0.5626,1.1252
19B301.06,19B301.06.22,clockwise90deg,RedRight,1,Alex,red,22,3,1,1,17.4783,15.9677,0.367,0.33,0.737,0.6595,-7.81,-0.08,-130.2,50.2,-5.6,-4.7,1.9104,0.019569,2.17,-0.83667,1.4796,-0.48677,1.7333,-1.3117,1.4921,-0.48922,1.9038,-0.0039137,2.1617,-0.86,1.9079,0
19B301.06,19B301.06.21,clockwise90deg,RedRight,1,Alex,red,21,4,1,1,15.5517,15.3636,0.316,0.312,0.7205,0.6585,-6.564,0.978,-112.4,65.5,-4.3,-3.6,1.6056,-0.23923,1.8733,-1.0917,1.1614,-0.7079,1.43,-1.545,1.1497,-0.70937,1.599,-0.26271,1.865,-1.115,1.59,-0.26907
19B301.06,19B301.06.31,clockwise90deg,RedRight,1,Alex,red,31,5,1,1,13.0714,14.9655,0.23,0.299,0.664,0.697,5.272,-6.619,61.9,-45.6,7.5,-11.2,-1.2896,1.6191,-1.0317,0.76,-1.7304,1.1602,-1.4567,0.33833,-1.7367,1.1497,-1.2962,1.5956,-1.04,0.73667,-1.2964,1.59
19B301.06,19B301.06.32,clockwise90deg,RedRight,1,Alex,red,32,6,1,1,12.4314,17.9259,0.201,0.374,0.6595,0.6695,4.416,-9.428,50,-87.2,6.6,-14,-1.0802,2.3062,-0.83333,1.4533,-1.5156,1.8179,-1.2767,0.99667,-1.5166,1.8101,-1.0868,2.2827,-0.84167,1.43,-1.0763,2.2749
19B301.06,19B301.06.11,clockwise90deg,RedRight,1,Alex,green,11,1,1,1,12.6389,11.4186,0.228,0.17,0.535,0.509,-1.676,-7.54,-40.9,-59.3,0.6,-12.2,0.40996,1.8444,0.68167,0.98833,0.31139,1.7083,0.58333,0.88167,0.29353,1.7123,0.3948,1.8341,0.665,0.98333,0.39137,1.8346
19B301.06,19B301.06.12,clockwise90deg,RedRight,1,Alex,green,12,2,1,1,12.1081,9.9273,0.215,0.126,0.522,0.4485,1.175,-10.2,1.2,-99.1,3.4,-14.8,-0.28742,2.495,-0.02,1.6517,-0.42635,2.2766,-0.15833,1.4683,-0.41584,2.2749,-0.30258,2.4847,-0.036667,1.6467,-0.29353,2.4705
19B301.06,19B301.06.22,clockwise90deg,RedRight,1,Alex,green,22,3,1,1,13.8182,10.9615,0.265,0.151,0.566,0.4995,-3.783,-4.62,-71.4,-16.4,-1.6,-9.2,0.92536,1.1301,1.19,0.27333,0.7556,0.87423,1.0317,0.045,0.75829,0.85613,0.91019,1.1198,1.1733,0.26833,0.92951,1.1007
19B301.06,19B301.06.21,clockwise90deg,RedRight,1,Alex,green,21,4,1,1,12.0263,11.375,0.203,0.183,0.508,0.4925,-3.539,-5.574,-68,-30.6,-1.3,-10.2,0.86567,1.3634,1.1333,0.51,0.74043,1.2654,1.015,0.43833,0.73383,1.272,0.85051,1.3532,1.1167,0.505,0.85613,1.3453
19B301.06,19B301.06.31,clockwise90deg,RedRight,1,Alex,green,31,5,1,1,10.9318,11.1538,0.185,0.174,0.465,0.4955,1.477,-7.06,6.1,-52.7,3.7,-11.7,-0.36129,1.7269,-0.10167,0.87833,-0.51979,1.6374,-0.24833,0.825,-0.51368,1.6389,-0.37645,1.7167,-0.11833,0.87333,-0.36691,1.7123
19B301.06,19B301.06.32,clockwise90deg,RedRight,1,Alex,green,32,6,1,1,12.1316,11.1351,0.214,0.191,0.522,0.505,-0.365,-9.188,-21.2,-84.3,1.9,-13.8,0.089282,2.2475,0.35333,1.405,-0.080721,2.0148,0.19167,1.2,-0.097844,2.0058,0.074116,2.2372,0.33667,1.4,0.073383,2.2259
19B301.06,19B301.06.11,clockwise90deg,RedRight,2,Alex,red,11,1,1,1,16.32,15.7059,0.34,0.324,0.742,0.675,-5.168,-1.168,-91.5,34.5,-2.9,-5.8,1.2641,0.2857,1.525,-0.575,0.84292,-0.17318,1.105,-1.0017,0.83167,-0.17123,1.2575,0.26222,1.5167,-0.59833,1.2475,0.26907
19B301.06,19B301.06.12,clockwise90deg,RedRight,2,Alex,red,12,2,1,1,16.2857,16.1667,0.331,0.334,0.7205,0.6705,-3.044,-5.064,-60,-23,-0.8,-9.7,0.74459,1.2387,1,0.38333,0.31677,0.76269,0.57667,-0.066667,0.31799,0.75829,0.73799,1.2152,0.99167,0.36,0.73383,1.223
19B301.06,19B301.06.22,clockwise90deg,RedRight,2,Alex,red,22,3,1,1,17.76,16.0333,0.379,0.333,0.765,0.6665,-8.296,-0.208,-137.1,48.1,-6.1,-4.8,2.0293,0.050879,2.285,-0.80167,1.589,-0.4469,1.845,-1.2667,1.59,-0.4403,2.0227,0.027396,2.2767,-0.825,2.0303,0.024461
19B301.06,19B301.06.21,clockwise90deg,RedRight,2,Alex,red,21,4,1,1,15.4815,15.5625,0.313,0.318,0.7215,0.662,-6.529,0.874,-111.1,63.7,-4.3,-3.7,1.5971,-0.21379,1.8517,-1.0617,1.1541,-0.68148,1.4117,-1.4967,1.1497,-0.6849,1.5904,-0.23727,1.8433,-1.085,1.59,-0.24461
19B301.06,19B301.06.31,clockwise90deg,RedRight,2,Alex,red,31,5,1,1,14.7188,15.76,0.291,0.319,0.7035,0.7195,5.825,-7.112,69.8,-54.2,8.1,-11.7,-1.4248,1.7397,-1.1633,0.90333,-1.8686,1.3028,-1.5917,0.50333,-1.8835,1.2964,-1.4315,1.7162,-1.1717,0.88,-1.4432,1.7123
19B301.06,19B301.06.32,clockwise90deg,RedRight,2,Alex,red,32,6,1,1,12.3333,17.7692,0.2,0.364,0.657,0.6515,4.229,-9.471,46.5,-88.3,6.5,-14.1,-1.0345,2.3167,-0.775,1.4717,-1.4669,1.8368,-1.1983,1.0167,-1.4677,1.8346,-1.0411,2.2932,-0.78333,1.4483,-1.0518,2.2993
19B301.06,19B301.06.11,clockwise90deg,RedRight,2,Alex,green,11,1,1,1,12.6757,11.4146,0.228,0.176,0.5385,0.5095,-1.877,-7.683,-43.1,-61.7,0.4,-12.3,0.45913,1.8793,0.71833,1.0283,0.36006,1.7646,0.635,0.94667,0.34245,1.7612,0.44397,1.8691,0.70167,1.0233,0.4403,1.859
19B301.06,19B301.06.12,clockwise90deg,RedRight,2,Alex,green,12,2,1,1,12.25,10.1538,0.219,0.135,0.5205,0.4575,1.269,-10.204,3,-98.7,3.5,-14.8,-0.31041,2.496,-0.05,1.645,-0.44837,2.3035,-0.185,1.4733,-0.4403,2.2993,-0.32557,2.4857,-0.066667,1.64,-0.31799,2.4705
19B301.06,19B301.06.22,clockwise90deg,RedRight,2,Alex,green,22,3,1,1,13.8182,11.0732,0.265,0.157,0.568,0.5025,-4.245,-4.582,-77.5,-15.5,-2,-9.2,1.0384,1.1208,1.2917,0.25833,0.86958,0.87301,1.1367,0.031667,0.85613,0.88059,1.0232,1.1105,1.275,0.25333,1.0274,1.1007
19B301.06,19B301.06.21,clockwise90deg,RedRight,2,Alex,green,21,4,1,1,12.0541,11.4324,0.207,0.186,0.508,0.4965,-3.526,-5.495,-67.9,-29.8,-1.3,-10.1,0.86249,1.3441,1.1317,0.49667,0.73847,1.2497,1.0167,0.42333,0.73383,1.2475,0.84733,1.3339,1.115,0.49167,0.85613,1.3209
19B301.06,19B301.06.31,clockwise90deg,RedRight,2,Alex,green,31,5,1,1,11.1714,11.9512,0.198,0.201,0.476,0.521,1.758,-7.515,9.9,-59.1,4,-12.1,-0.43002,1.8382,-0.165,0.985,-0.58486,1.747,-0.31667,0.925,-0.58706,1.7367,-0.44519,1.828,-0.18167,0.98,-0.4403,1.8101
19B301.06,19B301.06.32,clockwise90deg,RedRight,2,Alex,green,32,6,1,1,12.2432,11.3947,0.219,0.192,0.5305,0.507,-0.179,-9.23,-18.6,-84.2,2.1,-13.8,0.043785,2.2577,0.31,1.4033,-0.12646,2.0317,0.15667,1.195,-0.14677,2.0303,0.028619,2.2475,0.29333,1.3983,0.024461,2.2259
19B301.06,19B301.06.11,clockwise90deg,RedRight,3,Alex,red,11,1,1,1,16.24,15.6061,0.337,0.32,0.7445,0.671,-5.304,-1.005,-93.8,36.3,-3.1,-5.6,1.2974,0.24583,1.5633,-0.605,0.88499,-0.20865,1.1433,-1.0267,0.88059,-0.22015,1.2908,0.22235,1.555,-0.62833,1.2964,0.22015
19B301.06,19B301.06.12,clockwise90deg,RedRight,3,Alex,red,12,2,1,1,17.7333,16.2414,0.354,0.338,0.738,0.649,-2.302,-4.768,-49.3,-17.9,-0.1,-9.4,0.56309,1.1663,0.82167,0.29833,0.14359,0.692,0.395,-0.145,0.14677,0.6849,0.55649,1.1428,0.81333,0.275,0.5626,1.1497
19B301.06,19B301.06.22,clockwise90deg,RedRight,3,Alex,red,22,3,1,1,16.8929,15.8333,0.358,0.325,0.741,0.6515,-7.976,-0.229,-133.1,47.8,-5.7,-4.8,1.951,0.056015,2.2183,-0.79667,1.5149,-0.43834,1.7733,-1.265,1.4921,-0.4403,1.9444,0.032533,2.21,-0.82,1.9324,0.024461
19B301.06,19B301.06.21,clockwise90deg,RedRight,3,Alex,red,21,4,1,1,14.8485,15.5143,0.295,0.318,0.7065,0.659,-6.636,0.696,-112.8,61.8,-4.4,-3.9,1.6232,-0.17025,1.88,-1.03,1.1854,-0.63843,1.4383,-1.4783,1.1741,-0.63598,1.6166,-0.19373,1.8717,-1.0533,1.6144,-0.19569
19B301.06,19B301.06.31,clockwise90deg,RedRight,3,Alex,red,31,5,1,1,14.9355,16.4286,0.298,0.338,0.7195,0.7405,6.297,-7.093,76.6,-52.9,8.5,-11.7,-1.5403,1.735,-1.2767,0.88167,-1.9755,1.284,-1.71,0.465,-1.9813,1.272,-1.5469,1.7115,-1.285,0.85833,-1.541,1.7123
19B301.06,19B301.06.32,clockwise90deg,RedRight,3,Alex,red,32,6,1,1,12.8958,18.3103,0.23,0.383,0.664,0.6885,4.341,-9.312,48.5,-85,6.6,-13.9,-1.0618,2.2778,-0.80833,1.4167,-1.4889,1.7942,-1.235,0.97,-1.4921,1.7856,-1.0685,2.2543,-0.81667,1.3933,-1.0763,2.2504
19B301.06,19B301.06.11,clockwise90deg,RedRight,3,Alex,green,11,1,1,1,12.7,11.359,0.227,0.178,0.542,0.5055,-1.443,-7.944,-37.2,-64.9,0.8,-12.6,0.35297,1.9432,0.62,1.0817,0.25782,1.8211,0.53,0.98333,0.24461,1.8346,0.3378,1.9329,0.60333,1.0767,0.34245,1.9324
19B301.06,19B301.06.12,clockwise90deg,RedRight,3,Alex,green,12,2,1,1,12.2778,10.0769,0.219,0.13,0.524,0.454,1.072,-10.154,0.4,-98.2,3.3,-14.8,-0.26222,2.4838,-0.0066667,1.6367,-0.39211,2.2744,-0.13833,1.4617,-0.39137,2.2749,-0.27739,2.4735,-0.023333,1.6317,-0.26907,2.4705
19B301.06,19B301.06.22,clockwise90deg,RedRight,3,Alex,green,22,3,1,1,13.7742,10.9231,0.264,0.151,0.5625,0.504,-4.296,-4.52,-79.2,-14.6,-2.1,-9.1,1.0508,1.1056,1.32,0.24333,0.89087,0.89258,1.1517,0.073333,0.90505,0.88059,1.0357,1.0954,1.3033,0.23833,1.0518,1.0763
19B301.06,19B301.06.21,clockwise90deg,RedRight,3,Alex,green,21,4,1,1,12,11.0556,0.204,0.176,0.5055,0.4895,-3.567,-5.637,-68.3,-31.2,-1.3,-10.2,0.87252,1.3789,1.1383,0.52,0.76073,1.2751,1.025,0.43333,0.75829,1.272,0.85735,1.3686,1.1217,0.515,0.85613,1.3453
19B301.06,19B301.06.31,clockwise90deg,RedRight,3,Alex,green,31,5,1,1,11.6441,11.6383,0.18,0.194,0.5165,0.505,1.206,-8.08,2.6,-66.9,3.4,-12.7,-0.295,1.9764,-0.043333,1.115,-0.44837,1.871,-0.19,1.0383,-0.4403,1.8835,-0.31016,1.9662,-0.06,1.11,-0.29353,1.9569
19B301.06,19B301.06.32,clockwise90deg,RedRight,3,Alex,green,32,6,1,1,12.3784,11.6842,0.224,0.203,0.5355,0.516,-0.137,-9.246,-17.9,-84.5,2.1,-13.9,0.033511,2.2617,0.29833,1.4083,-0.13405,2.0552,0.12,1.235,-0.14677,2.0547,0.018346,2.2514,0.28167,1.4033,0.024461,2.2504
19B167.04,19B167.04.11,clockwise90deg,RedRight,1,Alex,red,11,1,1,1,19.1667,15.775,0.42,0.331,0.763,0.7005,11.541,-2.483,153.6,14.7,13.8,-7.1,-2.823,0.60736,-2.56,-0.245,-3.2396,0.15043,-2.98,-0.68833,-3.2533,0.14677,-2.8296,0.58388,-2.5683,-0.26833,-2.8375,0.58706
19B167.04,19B167.04.12,clockwise90deg,RedRight,1,Alex,red,12,2,1,1,16.8684,12.2083,0.367,0.188,0.573,0.6225,12.044,-14.793,161,-166.4,14.3,-19.4,-2.9461,3.6185,-2.6833,2.7733,-3.3827,3.0963,-3.1367,2.275,-3.4001,3.1065,-2.9527,3.595,-2.6917,2.75,-2.9598,3.5957
19B167.04,19B167.04.22,clockwise90deg,RedRight,1,Alex,red,22,3,1,1,19.2308,17.08,0.419,0.355,0.7685,0.6895,-7.099,-7.415,-119.6,-58.4,-4.9,-12,1.7365,1.8138,1.9933,0.97333,1.2067,1.3378,1.4633,0.525,1.223,1.3209,1.7299,1.7903,1.985,0.95,1.7367,1.7856
19B167.04,19B167.04.21,clockwise90deg,RedRight,1,Alex,red,21,4,1,1,19.08,17.6538,0.432,0.381,0.804,0.7715,-4.075,-1.315,-75.3,30.9,-1.8,-5.9,0.99678,0.32166,1.255,-0.515,0.5648,-0.102,0.81167,-0.92333,0.5626,-0.097844,0.99018,0.29818,1.2467,-0.53833,0.97844,0.29353
19B167.04,19B167.04.31,clockwise90deg,RedRight,1,Alex,red,31,5,1,1,18.1379,17.3214,0.414,0.377,0.7795,0.789,-4.035,1.232,-74.5,69.1,-1.8,-3.4,0.987,-0.30136,1.2417,-1.1517,0.46133,-0.72209,0.72,-1.5533,0.46476,-0.70937,0.98039,-0.32484,1.2333,-1.175,0.97844,-0.31799
19B167.04,19B167.04.32,clockwise90deg,RedRight,1,Alex,red,32,6,1,1,19.3462,17.4,0.436,0.382,0.792,0.809,-5.19,-18.543,-92.1,-221.3,-3,-23.2,1.2695,4.5358,1.535,3.6883,0.81406,4.0493,1.0733,3.2167,0.83167,4.0605,1.2629,4.5123,1.5267,3.665,1.272,4.5253
19B167.04,19B167.04.11,clockwise90deg,RedRight,1,Alex,green,11,1,1,1,16.2,8.8281,0.331,0.06,0.576,0.3875,16.4,3.354,225.3,100.5,18.6,-1.3,-4.0116,-0.82042,-3.755,-1.675,-4.206,-1.0494,-3.96,-1.8867,-4.2073,-1.0274,-4.0267,-0.83069,-3.7717,-1.68,-4.0116,-0.83167
19B167.04,19B167.04.12,clockwise90deg,RedRight,1,Alex,green,12,2,1,1,5.3333,7.2778,0.077,0.049,0.109,0.284,13.106,-14.436,176.5,-160.9,15.3,-19,-3.2058,3.5312,-2.9417,2.6817,-3.4324,3.142,-3.175,2.3167,-3.4245,3.131,-3.221,3.5209,-2.9583,2.6767,-3.2044,3.4979
19B167.04,19B167.04.22,clockwise90deg,RedRight,1,Alex,green,22,3,1,1,14.8519,13.5714,0.296,0.27,0.5875,0.476,-9.181,-6.455,-150.4,-43.6,-7,-11.1,2.2458,1.579,2.5067,0.72667,1.9119,1.2086,2.1683,0.38333,1.9324,1.223,2.2306,1.5687,2.49,0.72167,2.2504,1.5655
19B167.04,19B167.04.21,clockwise90deg,RedRight,1,Alex,green,21,4,1,1,16.2692,12.4857,0.336,0.224,0.627,0.5375,-5.035,1.968,-89.7,79.8,-2.8,-2.6,1.2316,-0.48139,1.495,-1.33,0.96351,-0.68246,1.225,-1.51,0.95397,-0.6849,1.2164,-0.49166,1.4783,-1.335,1.223,-0.51368
19B167.04,19B167.04.31,clockwise90deg,RedRight,1,Alex,green,31,5,1,1,12.3333,8.92,0.202,0.11,0.547,0.409,-4.441,4.85,-81,122.2,-2.2,0.2,1.0863,-1.1864,1.35,-2.0367,0.76832,-1.3904,1.035,-2.225,0.75829,-1.3698,1.0711,-1.1966,1.3333,-2.0417,1.0763,-1.1986
19B167.04,19B167.04.32,clockwise90deg,RedRight,1,Alex,green,32,6,1,1,13.3488,10,0.238,0.16,0.6055,0.483,-6.131,-22.429,-105.4,-277.8,-3.9,-27,1.4997,5.4863,1.7567,4.63,1.169,5.1238,1.4083,4.2967,1.1741,5.1123,1.4845,5.4761,1.74,4.625,1.4921,5.4548
19B167.04,19B167.04.11,clockwise90deg,RedRight,2,Alex,red,11,1,1,1,20.0417,15.95,0.442,0.338,0.791,0.7035,11.971,-3.003,160,7.9,14.2,-7.6,-2.9282,0.73456,-2.6667,-0.13167,-3.3536,0.25439,-3.0883,-0.575,-3.3511,0.24461,-2.9348,0.71108,-2.675,-0.155,-2.9353,0.70937
19B167.04,19B167.04.12,clockwise90deg,RedRight,2,Alex,red,12,2,1,1,16.725,11.6939,0.365,0.165,0.573,0.592,12.074,-15.561,160.7,-178,14.3,-20.2,-2.9534,3.8064,-2.6783,2.9667,-3.3661,3.2457,-3.0883,2.4317,-3.3756,3.2533,-2.96,3.7829,-2.6867,2.9433,-2.9598,3.7914
19B167.04,19B167.04.22,clockwise90deg,RedRight,2,Alex,red,22,3,1,1,19.3929,16.8889,0.426,0.352,0.772,0.6915,-6.648,-7.625,-113.3,-60.7,-4.4,-12.2,1.6262,1.8651,1.8883,1.0117,1.0814,1.3615,1.3317,0.54,1.0763,1.3453,1.6196,1.8417,1.88,0.98833,1.6144,1.8346
19B167.04,19B167.04.21,clockwise90deg,RedRight,2,Alex,red,21,4,1,1,19.2692,17.6538,0.435,0.378,0.796,0.7645,-3.423,-1.467,-65.2,29.2,-1.2,-6.1,0.8373,0.35884,1.0867,-0.48667,0.40214,-0.079498,0.645,-0.90167,0.41584,-0.073383,0.83069,0.33536,1.0783,-0.51,0.83167,0.34245
19B167.04,19B167.04.31,clockwise90deg,RedRight,2,Alex,red,31,5,1,1,17.7714,17.0938,0.405,0.377,0.772,0.7885,-4.019,1.309,-74.5,70.9,-1.8,-3.3,0.98308,-0.32019,1.2417,-1.1817,0.47919,-0.74581,0.73333,-1.5817,0.48922,-0.75829,0.97648,-0.34368,1.2333,-1.205,0.97844,-0.34245
19B167.04,19B167.04.32,clockwise90deg,RedRight,2,Alex,red,32,6,1,1,18.8519,16.5455,0.421,0.358,0.7915,0.825,-5.166,-18.406,-90.7,-219.2,-2.9,-23,1.2636,4.5023,1.5117,3.6533,0.79987,3.9979,1.0383,3.1733,0.78275,3.9871,1.257,4.4788,1.5033,3.63,1.2475,4.4763
19B167.04,19B167.04.11,clockwise90deg,RedRight,2,Alex,green,11,1,1,1,16.16,9,0.332,0.075,0.5725,0.3965,18.516,2.733,255.6,91.7,20.7,-1.9,-4.5292,-0.66852,-4.26,-1.5283,-4.7229,-0.90041,-4.4617,-1.7367,-4.7209,-0.90505,-4.5443,-0.67879,-4.2767,-1.5333,-4.5253,-0.6849
19B167.04,19B167.04.12,clockwise90deg,RedRight,2,Alex,green,12,2,1,1,5.3913,7.3425,0.078,0.049,0.1205,0.2885,13.021,-14.941,175.6,-168,15.3,-19.6,-3.1851,3.6547,-2.9267,2.8,-3.4047,3.2538,-3.1517,2.4217,-3.4245,3.2533,-3.2002,3.6444,-2.9433,2.795,-3.2044,3.6447
19B167.04,19B167.04.22,clockwise90deg,RedRight,2,Alex,green,22,3,1,1,14.9231,13.9545,0.298,0.278,0.59,0.4835,-9.274,-6.51,-151.8,-44.9,-7,-11.1,2.2685,1.5924,2.53,0.74833,1.9329,1.2027,2.185,0.39333,1.9324,1.1986,2.2533,1.5821,2.5133,0.74333,2.2504,1.5655
19B167.04,19B167.04.21,clockwise90deg,RedRight,2,Alex,green,21,4,1,1,16.1538,12.3333,0.332,0.222,0.6275,0.5335,-4.942,1.867,-88.1,78.6,-2.7,-2.7,1.2089,-0.45668,1.4683,-1.31,0.93392,-0.66656,1.1967,-1.4883,0.92951,-0.6849,1.1937,-0.46696,1.4517,-1.315,1.1986,-0.48922
